<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.04.10	12:00:00	75385	75518	75072	75288	23009	54569	1
2015.04.10	14:00:00	75288	75692	75232	75615	23221	55764	1
2015.04.10	16:00:00	75615	75810	75525	75685	17070	44408	1
2015.04.13	08:00:00	75532	75671	75176	75239	18526	47598	1
2015.04.13	10:00:00	75239	76430	75218	75908	47566	116376	1
2015.04.13	12:00:00	75908	76242	75761	76179	24901	58725	1
2015.04.13	14:00:00	76179	76249	75239	75295	31517	78117	1
2015.04.13	16:00:00	75295	75608	75218	75580	17633	42669	1
2015.04.14	08:00:00	75539	76214	74988	76172	21328	56628	1
2015.04.14	10:00:00	76158	76242	74870	75051	56610	142929	1
2015.04.14	12:00:00	75058	75545	74968	75274	28338	68073	1
2015.04.14	14:00:00	75281	75504	74995	75190	25882	63317	1
2015.04.14	16:00:00	75197	75406	75009	75406	16300	43153	1
2015.04.15	08:00:00	75393	75913	75310	75811	14150	33316	1
2015.04.15	10:00:00	75811	76098	75571	75961	40997	99329	1
2015.04.15	12:00:00	75961	76372	75845	76270	27297	64989	1
2015.04.15	14:00:00	76263	76530	75673	76386	36425	89937	1
2015.04.15	16:00:00	76386	76674	76345	76612	20271	49646	1
2015.04.16	08:00:00	76201	76530	76139	76249	14079	36121	1
2015.04.16	10:00:00	76242	76379	75728	75961	43175	104580	1
2015.04.16	12:00:00	75954	76119	75824	75982	22977	56670	1
2015.04.16	14:00:00	75996	76263	75625	75721	33702	84935	1
2015.04.16	16:00:00	75715	76338	75632	76338	19973	51763	1
2015.04.17	08:00:00	75790	75858	74988	75118	14378	36670	1
2015.04.17	10:00:00	75125	75673	74947	75523	43040	111343	1
2015.04.17	12:00:00	75523	75852	75406	75571	26272	65303	1
2015.04.17	14:00:00	75564	75578	75002	75338	27712	68952	1
2015.04.17	16:00:00	75331	75338	74981	75283	21882	56228	1
2015.04.20	08:00:00	75584	75811	75338	75351	10888	25800	1
2015.04.20	10:00:00	75358	75708	74961	75064	39984	95960	1
2015.04.20	12:00:00	75070	75132	74461	74700	28758	71375	1
2015.04.20	14:00:00	74694	74735	74385	74618	24091	61836	1
2015.04.20	16:00:00	74618	74831	74550	74550	19407	53335	1
2015.04.22	08:00:00	74625	75194	74310	75084	15839	40364	1
2015.04.22	10:00:00	75084	75550	75009	75297	41918	104687	1
2015.04.22	12:00:00	75297	75811	75166	75728	27429	69035	1
2015.04.22	14:00:00	75728	76324	75667	76139	31110	78815	1
2015.04.22	16:00:00	76146	76263	75783	75845	20620	53963	1
2015.04.23	08:00:00	75468	75858	74995	75207	16374	40808	1
2015.04.23	10:00:00	75201	76530	75036	76297	51949	129312	1
2015.04.23	12:00:00	76304	77106	76249	76975	35924	91085	1
2015.04.23	14:00:00	76989	77626	76962	77215	33667	86509	1
2015.04.23	16:00:00	77215	77572	77147	77387	20836	58367	1
2015.04.24	08:00:00	77229	78291	77229	78140	17558	45014	1
2015.04.24	10:00:00	78140	79175	77949	78620	57850	148407	1
2015.04.24	12:00:00	78620	78867	78284	78723	31985	79198	1
2015.04.24	14:00:00	78730	78956	78647	78785	17527	42547	1
2015.04.24	16:00:00	78785	78880	78476	78668	16291	44169	1
2015.04.27	08:00:00	78668	78997	78134	78332	14450	34495	1
2015.04.27	10:00:00	78346	79141	77606	77681	60420	148875	1
2015.04.27	12:00:00	77688	78086	77537	77695	31894	78585	1
2015.04.27	14:00:00	77688	77770	77119	77400	25967	64408	1
2015.04.27	16:00:00	77407	77668	76804	77188	27078	68511	1
2015.04.28	08:00:00	76907	77702	76564	77572	19744	47245	1
2015.04.28	10:00:00	77572	77832	76379	76900	51362	124389	1
2015.04.28	12:00:00	76900	77058	76537	76852	28512	67287	1
2015.04.28	14:00:00	76852	77668	76832	77524	26783	65483	1
2015.04.28	16:00:00	77531	77722	77325	77626	16847	43204	1
2015.04.29	08:00:00	77393	77393	76599	76688	16321	40480	1
2015.04.29	10:00:00	76688	77003	76372	76921	46709	113981	1
2015.04.29	12:00:00	76921	77092	76736	76907	22999	56026	1
2015.04.29	14:00:00	76907	76934	76448	76777	31529	79522	1
2015.04.29	16:00:00	76784	77078	76633	77030	17899	47708	1
2015.04.30	08:00:00	76681	76681	76139	76331	11927	30859	1
2015.04.30	10:00:00	76338	77387	76270	76482	49504	127478	1
2015.04.30	12:00:00	76482	77113	76372	76832	29012	74218	1
2015.04.30	14:00:00	76818	77681	76722	77448	27549	69623	1
2015.04.30	16:00:00	77435	78072	77250	78031	24519	67242	1
2015.05.04	08:00:00	78647	79230	78408	79004	9821	25757	1
2015.05.04	10:00:00	78997	79682	78757	79223	39653	102752	1
2015.05.04	12:00:00	79230	79531	79052	79203	23388	59526	1
2015.05.04	14:00:00	79203	79792	79196	79648	23464	57839	1
2015.05.04	16:00:00	79648	79895	79600	79895	16084	44487	1
2015.05.05	08:00:00	79559	79696	79127	79196	15512	37874	1
2015.05.05	10:00:00	79196	80662	79196	80621	55067	140960	1
2015.05.05	12:00:00	80628	80648	80217	80614	26062	67773	1
2015.05.05	14:00:00	80614	80683	80326	80628	23593	61105	1
2015.05.05	16:00:00	80628	80724	80244	80724	22266	63107	1
2015.05.06	08:00:00	80587	80833	80087	80806	18006	46385	1
2015.05.06	10:00:00	80820	81204	79806	80169	59760	152039	1
2015.05.06	12:00:00	80176	80251	79223	79251	30980	76726	1
2015.05.06	14:00:00	79251	79600	78949	79093	31018	79535	1
2015.05.06	16:00:00	79100	79737	78812	79737	22805	64604	1
2015.05.07	08:00:00	79353	79586	79031	79264	16780	39950	1
2015.05.07	10:00:00	79271	79531	78284	78901	51065	124884	1
2015.05.07	12:00:00	78908	79052	78449	78716	28120	68466	1
2015.05.07	14:00:00	78723	78880	78504	78586	23262	57766	1
2015.05.07	16:00:00	78586	79045	78579	79004	14902	38132	1
2015.05.08	08:00:00	79367	80169	79141	80018	16581	42594	1
2015.05.08	10:00:00	80018	80018	78415	78750	52473	132819	1
2015.05.08	12:00:00	78757	79490	78695	79107	29673	78427	1
2015.05.08	14:00:00	79113	79251	78874	79045	20906	52194	1
2015.05.08	16:00:00	79038	79319	78976	79127	14405	41738	1
2015.05.11	08:00:00	79600	79600	79175	79470	11886	27625	1
2015.05.11	10:00:00	79463	79689	78894	79456	50848	121664	1
2015.05.11	12:00:00	79463	79559	78915	79100	24979	63178	1
2015.05.11	14:00:00	79093	79436	78983	79038	22798	56064	1
2015.05.11	16:00:00	79045	79353	78908	78908	17500	44404	1
2015.05.12	08:00:00	78462	78928	78271	78819	15239	35292	1
2015.05.12	10:00:00	78819	79456	78627	79175	45830	111484	1
2015.05.12	12:00:00	79168	79559	78853	78901	25567	62417	1
2015.05.12	14:00:00	78908	79079	78750	78846	16744	39724	1
2015.05.12	16:00:00	78846	78942	78367	78380	14853	38837	1
2015.05.13	08:00:00	78798	78976	78216	78408	16902	42099	1
2015.05.13	10:00:00	78387	78723	77681	77757	44885	106971	1
2015.05.13	12:00:00	77764	78188	77729	77935	21929	50291	1
2015.05.13	14:00:00	77921	78147	77805	78017	19228	45416	1
2015.05.13	16:00:00	78010	78257	77784	78257	18060	45865	1
2015.05.14	08:00:00	78339	78586	78223	78319	10731	26080	1
2015.05.14	10:00:00	78325	78798	77818	78716	50606	124251	1
2015.05.14	12:00:00	78709	78743	77537	77736	31238	77053	1
2015.05.14	14:00:00	77743	78421	77640	78415	26594	66531	1
2015.05.14	16:00:00	78415	78627	78284	78394	19277	48943	1
2015.05.15	08:00:00	78531	78675	78051	78113	13549	33150	1
2015.05.15	10:00:00	78127	78791	77969	78641	46298	114920	1
2015.05.15	12:00:00	78641	78778	78449	78764	17776	41700	1
2015.05.15	14:00:00	78764	79278	78764	79175	23486	59737	1
2015.05.15	16:00:00	79189	79326	79004	79093	14678	36940	1
2015.05.18	08:00:00	79148	79874	79127	79806	12680	30425	1
2015.05.18	10:00:00	79806	79806	78236	78531	49906	122751	1
2015.05.18	12:00:00	78524	78538	77640	77798	29402	80235	1
2015.05.18	14:00:00	77798	77859	77195	77325	25223	67052	1
2015.05.18	16:00:00	77332	77674	77284	77318	17619	49363	1
2015.05.19	08:00:00	77777	77935	77318	77620	13363	32282	1
2015.05.19	10:00:00	77620	77633	76434	76633	48653	123172	1
2015.05.19	12:00:00	76633	76667	75989	76242	27986	70345	1
2015.05.19	14:00:00	76242	76544	76133	76379	21467	51675	1
2015.05.19	16:00:00	76372	76777	76345	76612	14775	39305	1
2015.05.20	08:00:00	76276	76338	75879	76139	16227	39128	1
2015.05.20	10:00:00	76146	76927	76071	76359	51088	121316	1
2015.05.20	12:00:00	76352	76530	76064	76345	21794	51507	1
2015.05.20	14:00:00	76345	76715	75858	75975	34309	84497	1
2015.05.20	16:00:00	75975	76133	75612	75612	25786	65712	1
2015.05.21	08:00:00	75612	75680	75153	75310	10823	26202	1
2015.05.21	10:00:00	75310	75989	75194	75653	41198	100386	1
2015.05.21	12:00:00	75653	75900	75632	75721	17094	39456	1
2015.05.21	14:00:00	75728	75728	75242	75468	28332	70020	1
2015.05.21	16:00:00	75468	76372	75406	76359	20995	55928	1
2015.05.22	08:00:00	75584	76509	75482	76222	18352	48535	1
2015.05.22	10:00:00	76229	76263	75214	75242	47272	117417	1
2015.05.22	12:00:00	75249	75427	74700	74933	29702	70933	1
2015.05.22	14:00:00	74933	75112	74522	74742	27516	66696	1
2015.05.22	16:00:00	74742	75187	74728	74789	19948	52289	1
2015.05.25	08:00:00	75125	75125	74186	74550	14546	34751	1
2015.05.25	10:00:00	74543	75262	74385	75022	33625	82575	1
2015.05.25	12:00:00	75002	75598	74981	75543	16337	39924	1
2015.05.25	14:00:00	75557	75776	75283	75495	14622	37947	1
2015.05.25	16:00:00	75482	75680	75201	75242	8572	28200	1
2015.05.26	08:00:00	75345	75345	74652	74831	14618	37096	1
2015.05.26	10:00:00	74831	75029	74091	74413	50560	125872	1
2015.05.26	12:00:00	74413	74413	74015	74159	25939	63072	1
2015.05.26	14:00:00	74166	74241	73803	73885	24962	59219	1
2015.05.26	16:00:00	73885	74118	73707	73707	20915	52811	1
2015.05.27	08:00:00	74104	74317	73830	74043	14603	36338	1
2015.05.27	10:00:00	74036	74125	73200	73796	45119	109450	1
2015.05.27	12:00:00	73796	73995	73522	73837	20187	46543	1
2015.05.27	14:00:00	73837	74865	73830	74570	31839	77961	1
2015.05.27	16:00:00	74556	74789	74317	74481	16266	41691	1
2015.05.28	08:00:00	74063	74344	73885	73960	12080	29159	1
2015.05.28	10:00:00	73960	74440	73467	73727	45270	113776	1
2015.05.28	12:00:00	73727	74084	73652	73762	24893	59380	1
2015.05.28	14:00:00	73762	74186	73755	74008	21342	50651	1
2015.05.28	16:00:00	74001	74365	73953	74056	17499	44910	1
2015.05.29	08:00:00	74008	74488	73864	74118	13661	33665	1
2015.05.29	10:00:00	74111	74118	73254	73672	45581	116283	1
2015.05.29	12:00:00	73679	73940	73522	73590	25746	63702	1
2015.05.29	14:00:00	73597	73762	73097	73124	25940	65308	1
2015.05.29	16:00:00	73124	73193	72487	72542	36940	112710	1
2015.06.01	08:00:00	73015	73015	72446	72693	11830	29094	1
2015.06.01	10:00:00	72699	73159	72576	72850	42143	101646	1
2015.06.01	12:00:00	72850	73083	72432	73028	25212	59825	1
2015.06.01	14:00:00	73021	73323	72816	73090	27948	69552	1
2015.06.01	16:00:00	73090	73186	72754	72960	15065	44914	1
2015.06.02	08:00:00	72939	73570	72843	73460	15072	39008	1
2015.06.02	10:00:00	73453	74214	73337	74138	47880	116764	1
2015.06.02	12:00:00	74145	74543	73926	74330	25754	64621	1
2015.06.02	14:00:00	74330	74604	74200	74406	21224	53906	1
2015.06.02	16:00:00	74406	74687	74296	74666	19882	56835	1
2015.06.03	08:00:00	74584	74728	74255	74611	13858	35243	1
2015.06.03	10:00:00	74604	74680	73707	73885	42513	112093	1
2015.06.03	12:00:00	73878	74132	73487	73762	26404	63396	1
2015.06.03	14:00:00	73768	73995	73625	73707	21508	52752	1
2015.06.03	16:00:00	73707	73727	73481	73577	17481	47134	1
2015.06.05	08:00:00	72912	73186	72521	72665	12274	30057	1
2015.06.05	10:00:00	72672	73426	72556	72953	49239	123811	1
2015.06.05	12:00:00	72946	73159	72789	72939	21491	52761	1
2015.06.05	14:00:00	72926	73097	72795	72857	14679	36387	1
2015.06.05	16:00:00	72864	72919	72610	72693	14141	38911	1
2015.06.08	08:00:00	72624	73063	72624	72926	10000	23950	1
2015.06.08	10:00:00	72932	73015	72569	72912	32958	82193	1
2015.06.08	12:00:00	72912	73309	72884	72987	19272	47003	1
2015.06.08	14:00:00	72994	73035	72569	72871	21098	52380	1
2015.06.08	16:00:00	72878	72898	72418	72439	14282	37595	1
2015.06.09	08:00:00	72295	72569	72158	72562	12895	30620	1
2015.06.09	10:00:00	72556	73172	72446	72987	38980	99829	1
2015.06.09	12:00:00	72994	73097	72768	72830	18667	48967	1
2015.06.09	14:00:00	72843	72878	72528	72597	18956	48751	1
2015.06.09	16:00:00	72603	72830	72158	72658	22451	80534	1
2015.06.10	08:00:00	73049	73590	73049	73487	13013	34346	1
2015.06.10	10:00:00	73487	74173	73419	74091	43622	111237	1
2015.06.10	12:00:00	74077	74351	74022	74166	21958	55586	1
2015.06.10	14:00:00	74166	74276	73816	74022	26314	69854	1
2015.06.10	16:00:00	74015	74091	73693	74056	19354	53699	1
2015.06.11	08:00:00	73995	74666	73926	74440	15094	38541	1
2015.06.11	10:00:00	74440	74543	73419	73440	52459	138912	1
2015.06.11	12:00:00	73433	73666	73296	73556	21644	53954	1
2015.06.11	14:00:00	73556	73625	73357	73419	15629	39408	1
2015.06.11	16:00:00	73419	73912	73392	73755	16618	45856	1
2015.06.12	08:00:00	73570	73693	73248	73309	11309	29208	1
2015.06.12	10:00:00	73316	73392	72823	72843	38784	103180	1
2015.06.12	12:00:00	72843	73008	72706	72836	21373	56037	1
2015.06.12	14:00:00	72836	73145	72782	73035	19095	47811	1
2015.06.12	16:00:00	73035	73316	73028	73145	12803	34376	1
2015.06.15	08:00:00	72891	72912	72556	72603	9498	24773	1
2015.06.15	10:00:00	72610	72830	72000	72453	34255	89058	1
2015.06.15	12:00:00	72453	72768	72398	72699	22452	55386	1
2015.06.15	14:00:00	72693	72754	72480	72638	19028	51009	1
2015.06.15	16:00:00	72638	73063	72638	73063	18258	50535	1
2015.06.16	08:00:00	72864	73296	72727	73172	12598	33105	1
2015.06.16	10:00:00	73186	73378	72802	73227	35823	94088	1
2015.06.16	12:00:00	73227	73768	73220	73625	22062	63225	1
2015.06.16	14:00:00	73625	74029	73618	73940	20891	54558	1
2015.06.16	16:00:00	73940	73953	73535	73570	18221	49270	1
2015.06.17	08:00:00	73570	73691	73260	73395	6837	17554	1
2015.06.17	10:00:00	73402	73550	72662	72776	31033	76645	1
2015.06.17	12:00:00	72776	72790	72440	72541	19276	50223	1
2015.06.17	14:00:00	72527	73469	72480	73173	38590	103451	1
2015.06.17	16:00:00	73166	73240	72447	72447	18552	53030	1
2015.06.18	08:00:00	72736	73193	72635	73112	9937	26813	1
2015.06.18	10:00:00	73119	73368	72776	73193	39124	105685	1
2015.06.18	12:00:00	73193	74061	73180	73845	41551	119073	1
2015.06.18	14:00:00	73852	74410	73778	74343	24305	66323	1
2015.06.18	16:00:00	74350	74370	74014	74175	16506	50603	1
2015.06.19	08:00:00	73731	73892	73529	73570	9207	26248	1
2015.06.19	10:00:00	73563	73839	73254	73422	42278	108445	1
2015.06.19	12:00:00	73415	73570	73099	73254	21844	56474	1
2015.06.19	14:00:00	73254	73469	73112	73146	21358	55026	1
2015.06.19	16:00:00	73146	73563	73065	73301	17451	47969	1
2015.06.22	08:00:00	73771	74296	73771	73899	9288	22949	1
2015.06.22	10:00:00	73892	74357	73314	73671	44236	115610	1
2015.06.22	12:00:00	73671	73852	73509	73792	19846	50108	1
2015.06.22	14:00:00	73798	73926	73711	73785	15763	39997	1
2015.06.22	16:00:00	73778	73805	73523	73597	13535	38320	1
2015.06.23	08:00:00	73926	74202	73892	74094	8200	21885	1
2015.06.23	10:00:00	74108	74323	73819	73987	40971	111370	1
2015.06.23	12:00:00	73987	74128	73879	73993	15653	41525	1
2015.06.23	14:00:00	74000	74101	73765	73886	15187	40686	1
2015.06.23	16:00:00	73879	73993	73106	73106	16435	49420	1
2015.06.24	08:00:00	73207	73476	72964	73469	10241	27878	1
2015.06.24	10:00:00	73455	74128	73408	74000	40974	114653	1
2015.06.24	12:00:00	73993	74040	73543	73556	17638	45413	1
2015.06.24	14:00:00	73550	73610	73180	73395	24417	61388	1
2015.06.24	16:00:00	73388	73597	73233	73556	14718	41559	1
2015.06.25	08:00:00	73610	73704	73180	73428	9537	25176	1
2015.06.25	10:00:00	73422	73476	72124	72272	48046	134223	1
2015.06.25	12:00:00	72279	72487	72131	72312	20232	52902	1
2015.06.25	14:00:00	72312	72500	72272	72393	19085	51445	1
2015.06.25	16:00:00	72393	72763	72379	72763	18471	53503	1
2015.06.26	08:00:00	72695	72729	72292	72366	10766	26539	1
2015.06.26	10:00:00	72366	73583	72353	73334	43671	116602	1
2015.06.26	12:00:00	73328	73845	73321	73677	26433	74893	1
2015.06.26	14:00:00	73671	73751	73402	73576	18471	54383	1
2015.06.26	16:00:00	73576	73805	73556	73610	17274	51415	1
2015.06.29	08:00:00	72393	72897	72057	72763	11661	30683	1
2015.06.29	10:00:00	72756	73355	72433	72837	42522	108442	1
2015.06.29	12:00:00	72837	72857	72097	72151	26867	68053	1
2015.06.29	14:00:00	72144	72359	71734	72231	30289	80372	1
2015.06.29	16:00:00	72231	72400	71969	72400	19086	51160	1
2015.06.30	08:00:00	72776	72850	72379	72709	12471	30269	1
2015.06.30	10:00:00	72709	72756	72110	72292	45384	113337	1
2015.06.30	12:00:00	72285	72420	72144	72265	19467	47896	1
2015.06.30	14:00:00	72272	72534	72070	72110	22445	58571	1
2015.06.30	16:00:00	72117	72514	71996	72319	15929	45723	1
2015.07.01	08:00:00	72971	72998	72500	72689	9033	22534	1
2015.07.01	10:00:00	72689	72884	72305	72366	37898	99345	1
2015.07.01	12:00:00	72379	72467	71734	71882	27529	72395	1
2015.07.01	14:00:00	71875	72104	71680	71727	25054	66068	1
2015.07.01	16:00:00	71727	72124	71720	71956	17442	45096	1
2015.07.02	08:00:00	72144	72474	71841	72440	9990	26337	1
2015.07.02	10:00:00	72433	72722	72030	72426	35665	88293	1
2015.07.02	12:00:00	72433	72474	72157	72393	18048	45496	1
2015.07.02	14:00:00	72386	72574	72299	72386	14576	38203	1
2015.07.02	16:00:00	72386	72474	72198	72211	13916	34328	1
2015.07.03	08:00:00	72285	72312	71781	71888	7547	19373	1
2015.07.03	10:00:00	71888	72057	71337	71424	25561	67414	1
2015.07.03	12:00:00	71424	71525	71256	71458	11129	30595	1
2015.07.03	14:00:00	71458	71801	71384	71552	6594	20485	1
2015.07.03	16:00:00	71559	71566	71189	71418	6217	19139	1
2015.07.06	08:00:00	70873	70873	70436	70611	10816	29473	1
2015.07.06	10:00:00	70611	71707	70227	71216	51012	139482	1
2015.07.06	12:00:00	71209	71263	70779	70819	23085	62107	1
2015.07.06	14:00:00	70839	70860	70496	70604	18701	55603	1
2015.07.06	16:00:00	70611	71169	70537	71169	16894	51934	1
2015.07.07	08:00:00	70759	70940	70422	70577	8251	21046	1
2015.07.07	10:00:00	70570	70584	69468	69602	49661	134155	1
2015.07.07	12:00:00	69602	70301	69521	70254	26023	68520	1
2015.07.07	14:00:00	70254	70678	69999	70631	33823	90519	1
2015.07.07	16:00:00	70624	71398	70476	71330	25331	72327	1
2015.07.08	08:00:00	70530	70752	70133	70658	14335	38578	1
2015.07.08	10:00:00	70665	71270	70429	70913	57024	146153	1
2015.07.08	12:00:00	70913	71001	70544	70846	24092	60895	1
2015.07.08	14:00:00	70839	70860	70073	70187	32201	80817	1
2015.07.08	16:00:00	70187	70483	70140	70160	20840	53376	1
2015.07.10	08:00:00	71283	71788	71149	71546	10902	27168	1
2015.07.10	10:00:00	71546	71667	70886	71317	39874	97835	1
2015.07.10	12:00:00	71324	71693	71290	71586	20259	48676	1
2015.07.10	14:00:00	71579	71754	71472	71620	16175	38246	1
2015.07.10	16:00:00	71613	71653	71263	71283	15030	40309	1
2015.07.13	08:00:00	71754	72016	71640	71929	12023	31049	1
2015.07.13	10:00:00	71929	72003	71371	71707	40403	103221	1
2015.07.13	12:00:00	71707	72131	71593	71989	23627	58522	1
2015.07.13	14:00:00	71996	72258	71767	72084	22294	58317	1
2015.07.13	16:00:00	72090	72218	72023	72023	12233	32985	1
2015.07.14	08:00:00	71875	72084	71700	71868	8081	21398	1
2015.07.14	10:00:00	71862	72003	71512	71727	33342	86308	1
2015.07.14	12:00:00	71727	72433	71707	72272	25235	72522	1
2015.07.14	14:00:00	72279	72561	72238	72366	16565	45205	1
2015.07.14	16:00:00	72366	72480	72211	72285	11456	33185	1
2015.07.15	08:00:00	72305	72359	71868	72016	9351	26977	1
2015.07.15	10:00:00	72023	72447	71915	72036	36663	95553	1
2015.07.15	12:00:00	72043	72184	71747	71801	22048	58984	1
2015.07.15	14:00:00	71794	72050	71593	71660	22404	60053	1
2015.07.15	16:00:00	71660	72070	71660	72070	16823	46952	1
2015.07.16	08:00:00	72285	72440	72117	72366	9727	26646	1
2015.07.16	10:00:00	72373	72521	71821	72097	33756	87426	1
2015.07.16	12:00:00	72097	72258	71888	71956	17407	44432	1
2015.07.16	14:00:00	71956	71969	71458	71767	27872	75686	1
2015.07.16	16:00:00	71767	72077	71754	71922	12616	35967	1
2015.07.17	08:00:00	72023	72211	71794	71936	9183	24796	1
2015.07.17	10:00:00	71929	72312	71122	71209	47026	131312	1
2015.07.17	12:00:00	71203	71330	70960	71155	20631	57882	1
2015.07.17	14:00:00	71155	71256	70799	70893	21424	57218	1
2015.07.17	16:00:00	70893	71082	70712	70712	17072	50685	1
2015.07.20	08:00:00	70967	71122	70792	70813	10856	29175	1
2015.07.20	10:00:00	70819	70934	70268	70618	32957	88463	1
2015.07.20	12:00:00	70611	70739	70349	70362	20435	55241	1
2015.07.20	14:00:00	70362	70389	69884	69905	20235	56496	1
2015.07.20	16:00:00	69905	70174	69784	69884	17138	52696	1
2015.07.21	08:00:00	70012	70248	69831	70140	10847	29130	1
2015.07.21	10:00:00	70127	70436	69669	70248	47170	132105	1
2015.07.21	12:00:00	70248	70275	69730	69777	23636	67745	1
2015.07.21	14:00:00	69777	69864	69373	69609	26012	74650	1
2015.07.21	16:00:00	69609	69790	69488	69790	15896	47925	1
2015.07.22	08:00:00	69239	69400	68748	69098	9207	25513	1
2015.07.22	10:00:00	69104	69347	68701	69078	32632	84341	1
2015.07.22	12:00:00	69071	69078	68761	68856	17568	45483	1
2015.07.22	14:00:00	68849	68882	68459	68607	20777	57312	1
2015.07.22	16:00:00	68607	69024	68600	68916	15661	45482	1
2015.07.23	08:00:00	68681	68795	68123	68371	11973	31274	1
2015.07.23	10:00:00	68365	69118	68291	68445	48294	129847	1
2015.07.23	12:00:00	68459	68492	67638	67659	32440	88769	1
2015.07.23	14:00:00	67659	67746	67181	67235	31450	85992	1
2015.07.23	16:00:00	67228	67396	66704	66704	21991	64422	1
2015.07.24	08:00:00	66919	67201	66677	67067	12958	34236	1
2015.07.24	10:00:00	67053	67322	65836	65998	57337	155737	1
2015.07.24	12:00:00	66011	66119	65702	65957	25340	70116	1
2015.07.24	14:00:00	65950	66219	65776	66179	27051	73081	1
2015.07.24	16:00:00	66172	66650	66172	66556	25427	73893	1
2015.07.27	08:00:00	65971	66374	65924	66152	12805	33807	1
2015.07.27	10:00:00	66166	66670	65769	66293	62272	165871	1
2015.07.27	12:00:00	66293	66522	66058	66119	25697	67727	1
2015.07.27	14:00:00	66119	66219	65809	65924	27831	75759	1
2015.07.27	16:00:00	65917	66085	65661	66058	21231	61836	1
2015.07.28	08:00:00	66320	66757	66219	66737	15073	40149	1
2015.07.28	10:00:00	66751	66979	66206	66973	56530	154016	1
2015.07.28	12:00:00	66973	67410	65850	66085	63404	183190	1
2015.07.28	14:00:00	66085	66899	66058	66636	30457	85439	1
2015.07.28	16:00:00	66630	67235	66630	67047	21784	64163	1
2015.07.29	08:00:00	67114	67356	66683	66771	18037	47398	1
2015.07.29	10:00:00	66771	67840	66623	67645	57488	154566	1
2015.07.29	12:00:00	67645	67975	67490	67914	29232	77266	1
2015.07.29	14:00:00	67914	67988	67147	67578	35739	97598	1
2015.07.29	16:00:00	67571	67874	67356	67632	20013	53866	1
2015.07.30	08:00:00	67880	68358	67867	68271	13938	35363	1
2015.07.30	10:00:00	68271	68385	67094	67168	57181	150154	1
2015.07.30	12:00:00	67161	67443	66979	67100	25783	66099	1
2015.07.30	14:00:00	67107	67450	66932	67322	25881	66121	1
2015.07.30	16:00:00	67329	67524	67121	67269	19640	52671	1
2015.07.31	08:00:00	67343	67739	67168	67733	14358	37396	1
2015.07.31	10:00:00	67733	68324	67544	67975	49005	132789	1
2015.07.31	12:00:00	67981	68513	67874	68499	28137	77494	1
2015.07.31	14:00:00	68499	68714	68244	68345	25998	71383	1
2015.07.31	16:00:00	68345	68809	68102	68809	21724	64354	1
2015.08.03	08:00:00	68291	68318	67820	67961	10961	28164	1
2015.08.03	10:00:00	67954	68304	67679	68089	43296	112382	1
2015.08.03	12:00:00	68082	68176	67571	67632	26524	69424	1
2015.08.03	14:00:00	67638	67833	67538	67632	21199	59281	1
2015.08.03	16:00:00	67618	67733	67464	67733	16461	50160	1
2015.08.04	08:00:00	68096	68109	67867	67901	9490	25457	1
2015.08.04	10:00:00	67901	68217	67598	67645	42621	115049	1
2015.08.04	12:00:00	67652	67753	67363	67517	19842	53258	1
2015.08.04	14:00:00	67511	67638	67147	67302	22675	59708	1
2015.08.04	16:00:00	67295	67591	67269	67578	16322	45308	1
2015.08.05	08:00:00	67961	68365	67914	68284	12533	32705	1
2015.08.05	10:00:00	68271	68580	67840	68136	43943	117347	1
2015.08.05	12:00:00	68136	68183	67605	67780	24567	66123	1
2015.08.05	14:00:00	67780	67813	67564	67672	20633	55637	1
2015.08.05	16:00:00	67672	67813	67598	67598	11791	34189	1
2015.08.06	08:00:00	67356	67484	66751	67000	13946	36228	1
2015.08.06	10:00:00	66986	68089	66818	67820	57344	157139	1
2015.08.06	12:00:00	67820	67894	67383	67403	28058	73056	1
2015.08.06	14:00:00	67403	67578	67208	67269	24936	65357	1
2015.08.06	16:00:00	67275	67484	67094	67396	16671	45846	1
2015.08.07	08:00:00	67134	67369	66663	66710	16586	45889	1
2015.08.07	10:00:00	66717	67006	65971	66024	50149	132916	1
2015.08.07	12:00:00	66024	66065	65527	65762	31447	83645	1
2015.08.07	14:00:00	65762	66011	65352	65493	23234	65167	1
2015.08.07	16:00:00	65486	65493	65022	65022	19118	59953	1
2015.08.10	08:00:00	65204	65749	65191	65648	15220	41845	1
2015.08.10	10:00:00	65641	66226	65406	66078	49411	130452	1
2015.08.10	12:00:00	66078	66394	65863	66206	26862	70009	1
2015.08.10	14:00:00	66199	66596	66159	66515	22210	59117	1
2015.08.10	16:00:00	66515	66677	66334	66374	18485	53139	1
2015.08.11	08:00:00	65897	66152	65722	65991	13103	35208	1
2015.08.11	10:00:00	65991	66038	65291	65298	44981	120692	1
2015.08.11	12:00:00	65298	65345	64908	65076	25293	65552	1
2015.08.11	14:00:00	65083	65433	65002	65332	24557	63859	1
2015.08.11	16:00:00	65339	67336	65285	67094	33570	97096	1
2015.08.12	08:00:00	66179	66390	65218	65323	17204	44148	1
2015.08.12	10:00:00	65330	65389	64580	64869	50527	133351	1
2015.08.12	12:00:00	64869	65086	64422	64955	31586	83807	1
2015.08.12	14:00:00	64955	65402	64586	64613	35315	93188	1
