<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.09.04	09:00:00	90189	90371	89780	89912	135470	38304	1
2014.09.04	10:00:00	89919	90684	89897	90444	242220	69615	1
2014.09.04	11:00:00	90415	91093	90400	90954	228140	59554	1
2014.09.04	12:00:00	90954	90962	90320	90568	173700	45001	1
2014.09.04	13:00:00	90568	90597	90108	90349	108160	27760	1
2014.09.04	14:00:00	90342	90736	89985	90174	191680	52179	1
2014.09.04	15:00:00	90167	90291	89912	89919	147810	39757	1
2014.09.04	16:00:00	89933	90036	89540	89729	145400	40238	1
2014.09.04	17:00:00	89715	89788	89598	89649	36500	10447	1
2014.09.05	09:00:00	89481	89970	89190	89613	123580	35043	1
2014.09.05	10:00:00	89613	89941	89408	89408	260860	67278	1
2014.09.05	11:00:00	89423	89438	88789	89131	277110	74813	1
2014.09.05	12:00:00	89124	89408	88942	89379	160740	41510	1
2014.09.05	13:00:00	89379	89503	89197	89394	109270	29766	1
2014.09.05	14:00:00	89387	89635	89219	89299	113620	31614	1
2014.09.05	15:00:00	89292	89686	89073	89583	151780	42745	1
2014.09.05	16:00:00	89576	89707	89263	89540	132100	36609	1
2014.09.05	17:00:00	89540	89788	89306	89671	50510	16046	1
2014.09.08	09:00:00	89248	90750	89248	90604	177130	49891	1
2014.09.08	10:00:00	90597	90779	89088	89226	292660	76774	1
2014.09.08	11:00:00	89226	89445	88796	89357	268190	71614	1
2014.09.08	12:00:00	89350	89758	89175	89525	156200	38609	1
2014.09.08	13:00:00	89525	89591	88687	88687	154830	39307	1
2014.09.08	14:00:00	88694	88927	87899	88001	224380	59755	1
2014.09.08	15:00:00	88009	88184	87403	87556	190730	50923	1
2014.09.08	16:00:00	87556	87629	87112	87192	162530	44485	1
2014.09.08	17:00:00	87185	87236	86470	86470	66550	21507	1
2014.09.09	09:00:00	86798	86842	85435	86076	117560	31935	1
2014.09.09	10:00:00	86091	87352	86069	86638	331800	89378	1
2014.09.09	11:00:00	86645	87287	86105	87257	190850	50469	1
2014.09.09	12:00:00	87257	87622	86652	86725	150290	40884	1
2014.09.09	13:00:00	86725	86900	86339	86521	92210	25417	1
2014.09.09	14:00:00	86514	86762	86361	86616	84390	21452	1
2014.09.09	15:00:00	86616	86696	85763	86040	139690	35923	1
2014.09.09	16:00:00	86047	86426	85923	86295	131980	35986	1
2014.09.09	17:00:00	86295	86594	86266	86419	33910	11654	1
2014.09.10	09:00:00	86069	86288	85354	85646	148150	39600	1
2014.09.10	10:00:00	85653	86018	85092	85252	282740	74584	1
2014.09.10	11:00:00	85260	85522	84953	85165	239270	62914	1
2014.09.10	12:00:00	85172	85471	84888	85405	176620	45019	1
2014.09.10	13:00:00	85398	85427	84997	85041	133140	35391	1
2014.09.10	14:00:00	85048	85260	84581	84727	170470	46598	1
2014.09.10	15:00:00	84720	85004	84530	84917	166550	44537	1
2014.09.10	16:00:00	84924	85500	84815	85486	140370	40054	1
2014.09.10	17:00:00	85478	86222	85405	86222	79950	26093	1
2014.09.11	09:00:00	86011	86434	85916	86222	125050	34520	1
2014.09.11	10:00:00	86215	86492	85544	86186	315090	83250	1
2014.09.11	11:00:00	86193	86557	85872	86200	223320	58063	1
2014.09.11	12:00:00	86200	86397	85726	85843	161990	44993	1
2014.09.11	13:00:00	85850	85952	85522	85843	122460	33788	1
2014.09.11	14:00:00	85850	86113	85712	85967	132070	35144	1
2014.09.11	15:00:00	85989	86623	85945	86295	182210	51726	1
2014.09.11	16:00:00	86295	86353	85887	86003	158430	44712	1
2014.09.11	17:00:00	86003	86011	85486	85537	56690	19163	1
2014.09.12	09:00:00	85311	85442	84370	84654	139220	38001	1
2014.09.12	10:00:00	84654	84859	84049	84202	304000	82859	1
2014.09.12	11:00:00	84195	84902	84180	84756	217950	56678	1
2014.09.12	12:00:00	84756	85128	84523	84866	164480	42581	1
2014.09.12	13:00:00	84866	85063	84749	84829	111090	27825	1
2014.09.12	14:00:00	84837	85041	84115	84173	172040	45739	1
2014.09.12	15:00:00	84180	84290	83284	83480	250590	66173	1
2014.09.12	16:00:00	83480	83976	83408	83583	162510	42848	1
2014.09.12	17:00:00	83583	83794	83196	83393	62310	19206	1
2014.09.15	09:00:00	83269	83991	83101	83940	107280	28487	1
2014.09.15	10:00:00	83933	84523	83553	84363	241250	61139	1
2014.09.15	11:00:00	84355	84669	84115	84341	178540	44957	1
2014.09.15	12:00:00	84341	84530	83954	84078	123100	31236	1
2014.09.15	13:00:00	84078	84414	83925	84202	88420	23083	1
2014.09.15	14:00:00	84202	84326	83984	83998	80040	20806	1
2014.09.15	15:00:00	83998	85092	83976	84961	177770	50128	1
2014.09.15	16:00:00	84961	85274	84800	85187	110230	35519	1
2014.09.15	17:00:00	85187	85296	85048	85238	44560	14941	1
2014.09.16	09:00:00	84990	85712	84859	85529	124230	33810	1
2014.09.16	10:00:00	85529	87010	85303	86660	355120	98345	1
2014.09.16	11:00:00	86667	88132	86667	87834	331790	100387	1
2014.09.16	12:00:00	87826	88439	87432	88293	287890	86899	1
2014.09.16	13:00:00	88300	88636	88060	88242	188280	57525	1
2014.09.16	14:00:00	88242	88431	87440	87710	216400	59528	1
2014.09.16	15:00:00	87717	87892	87316	87440	170840	48198	1
2014.09.16	16:00:00	87440	87936	87002	87155	168410	51308	1
2014.09.16	17:00:00	87170	87199	86616	86696	58440	19773	1
2014.09.17	09:00:00	87381	88592	87352	88030	146430	41562	1
2014.09.17	10:00:00	88045	88227	87250	87768	259200	69571	1
2014.09.17	11:00:00	87782	88060	87309	87629	240220	65143	1
2014.09.17	12:00:00	87622	87753	87024	87185	190910	52189	1
2014.09.17	13:00:00	87192	87899	87068	87739	156670	41562	1
2014.09.17	14:00:00	87746	87921	87330	87695	142410	38019	1
2014.09.17	15:00:00	87644	88154	87134	87447	284630	74855	1
2014.09.17	16:00:00	87447	87761	86711	86805	190360	55810	1
2014.09.17	17:00:00	86798	86871	86419	86769	49510	15838	1
2014.09.18	09:00:00	87061	87148	85960	86208	92300	25973	1
2014.09.18	10:00:00	86193	86521	85690	85952	232010	63034	1
2014.09.18	11:00:00	85967	86638	85806	86397	174610	47665	1
2014.09.18	12:00:00	86390	87002	86251	86900	124710	35216	1
2014.09.18	13:00:00	86900	86951	86317	86455	77470	20582	1
2014.09.18	14:00:00	86463	86601	86244	86404	89550	22839	1
2014.09.18	15:00:00	86412	86426	85456	85508	152860	42476	1
2014.09.18	16:00:00	85508	85799	85260	85529	113940	33977	1
2014.09.18	17:00:00	85529	86040	85464	86040	54880	17795	1
2014.09.19	09:00:00	85435	85456	84428	84975	107120	30182	1
2014.09.19	10:00:00	84975	85960	84895	85245	217380	54421	1
2014.09.19	11:00:00	85260	85719	84917	85063	177850	45014	1
2014.09.19	12:00:00	85077	85194	84304	84684	135170	34447	1
2014.09.19	13:00:00	84691	84961	84377	84946	98940	25137	1
2014.09.19	14:00:00	84939	85340	84669	85238	104620	28494	1
2014.09.19	15:00:00	85230	85566	85019	85019	108490	28565	1
2014.09.19	16:00:00	85019	85114	84764	84771	81710	22432	1
2014.09.19	17:00:00	84771	85223	84581	84793	48480	15545	1
2014.09.22	09:00:00	84290	84290	83087	83291	101300	28931	1
2014.09.22	10:00:00	83291	83371	82620	82868	234420	61403	1
2014.09.22	11:00:00	82846	83240	82722	82904	185610	45690	1
2014.09.22	12:00:00	82897	83014	82146	82292	157770	40104	1
2014.09.22	13:00:00	82292	82569	82051	82482	145310	39509	1
2014.09.22	14:00:00	82482	82824	82409	82584	114080	27916	1
2014.09.22	15:00:00	82598	82759	82190	82423	163540	47723	1
2014.09.22	16:00:00	82438	83473	82358	83254	186210	53690	1
2014.09.22	17:00:00	83262	83335	82912	82912	41070	13491	1
2014.09.23	09:00:00	83028	83036	82124	82547	132810	37803	1
2014.09.23	10:00:00	82547	84210	82445	83816	269470	67830	1
2014.09.23	11:00:00	83838	83947	82569	82875	236750	58919	1
2014.09.23	12:00:00	82883	82955	82299	82387	167750	43868	1
2014.09.23	13:00:00	82394	82584	82226	82511	116370	31225	1
2014.09.23	14:00:00	82511	82744	82168	82460	144830	37844	1
2014.09.23	15:00:00	82452	83218	82394	83182	161720	40588	1
2014.09.23	16:00:00	83182	83342	82759	82941	145340	40459	1
2014.09.23	17:00:00	82926	82948	82460	82460	48660	16406	1
2014.09.24	09:00:00	82540	82635	81701	82102	131420	34946	1
2014.09.24	10:00:00	82117	82671	81942	82562	249820	65360	1
2014.09.24	11:00:00	82576	82642	82000	82438	181930	44272	1
2014.09.24	12:00:00	82445	82890	82387	82810	120420	29986	1
2014.09.24	13:00:00	82817	83145	82795	83050	94030	23653	1
2014.09.24	14:00:00	83058	83648	83021	83539	137880	36010	1
2014.09.24	15:00:00	83546	83728	83094	83655	169080	43194	1
2014.09.24	16:00:00	83655	83801	83240	83291	124650	33416	1
2014.09.24	17:00:00	83284	83400	83021	83400	42040	13892	1
2014.09.25	09:00:00	83050	83116	82562	83021	87320	22666	1
2014.09.25	10:00:00	83014	83036	82328	82613	208790	51240	1
2014.09.25	11:00:00	82605	82875	81957	82234	236610	58074	1
2014.09.25	12:00:00	82219	82664	82081	82467	150240	38171	1
2014.09.25	13:00:00	82467	82489	82037	82073	108830	27226	1
2014.09.25	14:00:00	82066	82234	81840	82124	116440	29258	1
2014.09.25	15:00:00	82110	82496	82029	82248	136020	34982	1
2014.09.25	16:00:00	82248	82467	82029	82190	133390	36633	1
2014.09.25	17:00:00	82183	82657	81716	82657	78950	26303	1
2014.09.26	09:00:00	82569	83028	81935	82029	112860	30682	1
2014.09.26	10:00:00	82015	83254	81854	83007	258210	65075	1
2014.09.26	11:00:00	83014	83189	82686	83182	179740	43437	1
2014.09.26	12:00:00	83182	83561	82992	83510	145700	35158	1
2014.09.26	13:00:00	83495	84049	83480	84042	126180	31102	1
2014.09.26	14:00:00	84035	84071	83728	83889	108300	27449	1
2014.09.26	15:00:00	83896	84290	83882	84027	119020	28446	1
2014.09.26	16:00:00	84035	84210	83779	83882	105020	26998	1
2014.09.26	17:00:00	83882	84290	83779	84290	41450	13940	1
2014.09.29	09:00:00	80586	80586	79332	79623	120080	35361	1
2014.09.29	10:00:00	79609	80163	79164	80046	266760	65723	1
2014.09.29	11:00:00	80061	80622	79995	80323	213140	50544	1
2014.09.29	12:00:00	80316	81074	80265	81031	133290	32804	1
2014.09.29	13:00:00	81031	81038	80250	80309	115920	29121	1
2014.09.29	14:00:00	80301	80578	80272	80323	82210	20797	1
2014.09.29	15:00:00	80323	80527	80090	80469	119670	31613	1
2014.09.29	16:00:00	80469	80513	79842	79878	133090	38410	1
2014.09.29	17:00:00	79871	80053	79558	79667	67870	21722	1
2014.09.30	09:00:00	79477	79558	78836	79113	98190	26370	1
2014.09.30	10:00:00	79120	79405	78289	78734	258890	65412	1
2014.09.30	11:00:00	78734	79171	78544	79076	185380	45630	1
2014.09.30	12:00:00	79062	79528	78996	79157	145700	36202	1
2014.09.30	13:00:00	79149	79281	78843	79076	104960	23970	1
2014.09.30	14:00:00	79069	79434	78880	79062	169610	40765	1
2014.09.30	15:00:00	79076	79762	78938	79572	168990	41815	1
2014.09.30	16:00:00	79565	79652	79084	79142	151840	40672	1
2014.09.30	17:00:00	79135	79244	78559	78675	52090	17699	1
2014.10.01	09:00:00	77669	78085	77290	77939	124400	32916	1
2014.10.01	10:00:00	77932	78457	77669	78362	261590	64603	1
2014.10.01	11:00:00	78362	78559	77888	77990	203060	48774	1
2014.10.01	12:00:00	77990	78136	77516	77596	175960	44889	1
2014.10.01	13:00:00	77604	77822	77224	77509	172990	43959	1
2014.10.01	14:00:00	77516	77764	77210	77326	154300	38477	1
2014.10.01	15:00:00	77341	77501	77093	77246	146600	37965	1
2014.10.01	16:00:00	77246	77545	76976	77319	175920	45859	1
2014.10.01	17:00:00	77319	77356	76357	76357	76480	24014	1
2014.10.02	09:00:00	76976	77334	76678	77312	119420	31381	1
2014.10.02	10:00:00	77312	77822	77195	77604	281460	66895	1
2014.10.02	11:00:00	77604	77625	76809	76918	260760	61397	1
2014.10.02	12:00:00	76925	77275	76656	76896	191330	44378	1
2014.10.02	13:00:00	76896	77749	76852	77706	166070	42715	1
2014.10.02	14:00:00	77713	78136	77545	78099	160710	41053	1
2014.10.02	15:00:00	78099	78807	78099	78712	180920	50123	1
2014.10.02	16:00:00	78726	78989	78231	78274	173520	49227	1
2014.10.02	17:00:00	78267	78391	77392	77392	68110	21823	1
2014.10.03	09:00:00	77516	78807	77516	78464	141340	39666	1
2014.10.03	10:00:00	78464	78719	77939	78223	233540	60012	1
2014.10.03	11:00:00	78223	78748	78136	78610	185140	46649	1
2014.10.03	12:00:00	78602	78938	78420	78814	166870	43000	1
2014.10.03	13:00:00	78821	79623	78726	79441	170250	44971	1
2014.10.03	14:00:00	79434	79514	79186	79317	107010	29670	1
2014.10.03	15:00:00	79317	79645	79069	79098	114170	30651	1
2014.10.03	16:00:00	79098	79645	78931	79543	162820	47342	1
2014.10.03	17:00:00	79565	80134	79441	79886	70990	22951	1
2014.10.06	09:00:00	87498	87586	85734	86222	151970	43394	1
2014.10.06	10:00:00	86222	86390	84027	84297	373260	96888	1
2014.10.06	11:00:00	84304	84479	83240	83998	328160	86157	1
2014.10.06	12:00:00	83998	84304	83597	84195	199140	53341	1
2014.10.06	13:00:00	84188	84232	83276	83553	187510	48960	1
2014.10.06	14:00:00	83539	84071	83473	84064	126940	33647	1
2014.10.06	15:00:00	84064	84137	83590	83830	157010	43521	1
2014.10.06	16:00:00	83823	84071	83371	83553	154940	46481	1
2014.10.06	17:00:00	83553	84100	83510	83998	85680	28296	1
2014.10.07	09:00:00	84596	85070	84057	84939	134520	36540	1
2014.10.07	10:00:00	84939	85194	83772	84020	280340	70570	1
2014.10.07	11:00:00	83998	85216	83933	85092	218370	53001	1
2014.10.07	12:00:00	85092	85281	84304	84479	197300	50016	1
2014.10.07	13:00:00	84487	84654	84144	84151	145030	36788	1
2014.10.07	14:00:00	84159	84669	84078	84283	122840	31982	1
2014.10.07	15:00:00	84283	84611	84013	84057	116450	30419	1
2014.10.07	16:00:00	84064	84261	83852	83852	138980	37899	1
2014.10.07	17:00:00	83867	84042	83736	83736	58960	20903	1
2014.10.08	09:00:00	84188	85456	84144	85209	158300	39978	1
2014.10.08	10:00:00	85230	85289	83765	83809	246700	63359	1
2014.10.08	11:00:00	83801	83991	82649	82897	365830	90428	1
2014.10.08	12:00:00	82890	82999	82270	82678	218610	57113	1
2014.10.08	13:00:00	82678	82948	82044	82204	126430	32575	1
2014.10.08	14:00:00	82204	82802	82146	82511	158680	40057	1
2014.10.08	15:00:00	82511	83634	82496	83619	256350	69111	1
2014.10.08	16:00:00	83619	83911	83371	83473	170920	48671	1
2014.10.08	17:00:00	83480	84567	83225	84516	132680	37380	1
2014.10.09	09:00:00	85165	85508	84684	84939	130120	34911	1
2014.10.09	10:00:00	84931	85165	83801	84100	350120	86729	1
2014.10.09	11:00:00	84108	84698	83648	84443	286750	66453	1
2014.10.09	12:00:00	84450	84625	84173	84326	185450	42781	1
2014.10.09	13:00:00	84319	84377	83707	84297	175830	43339	1
2014.10.09	14:00:00	84297	84319	83772	84027	174580	43300	1
2014.10.09	15:00:00	84013	84385	83845	84283	141480	35602	1
2014.10.09	16:00:00	84275	84567	83553	83728	203760	52604	1
2014.10.09	17:00:00	83736	83758	83218	83218	61890	20233	1
2014.10.10	09:00:00	82832	83123	82438	82875	118000	29989	1
2014.10.10	10:00:00	82875	83109	82234	82401	281360	68786	1
2014.10.10	11:00:00	82394	82533	81526	81665	307690	73754	1
2014.10.10	12:00:00	81665	82051	81410	81862	196960	47632	1
2014.10.10	13:00:00	81876	82358	81840	82241	158930	39225	1
2014.10.10	14:00:00	82234	82314	81825	82015	121170	30118	1
2014.10.10	15:00:00	82015	82518	81628	81650	175150	45783	1
2014.10.10	16:00:00	81650	81774	80746	80753	211200	53898	1
2014.10.10	17:00:00	80746	80856	80294	80367	83800	23581	1
2014.10.13	09:00:00	83123	83663	82788	83393	126310	33592	1
2014.10.13	10:00:00	83378	83772	83007	83451	286270	64714	1
2014.10.13	11:00:00	83459	84246	83429	84144	296340	68673	1
2014.10.13	12:00:00	84151	84516	84013	84180	206120	48791	1
2014.10.13	13:00:00	84180	84494	84108	84341	128950	30528	1
2014.10.13	14:00:00	84326	85179	84312	84975	218570	55417	1
2014.10.13	15:00:00	84975	85836	84764	84931	232580	58768	1
2014.10.13	16:00:00	84939	85413	84428	84567	209160	53979	1
2014.10.13	17:00:00	84581	84742	84144	84363	62250	20100	1
2014.10.14	09:00:00	83707	84530	83415	84487	136850	33793	1
2014.10.14	10:00:00	84501	84509	83524	83663	251080	60566	1
2014.10.14	11:00:00	83663	84866	83575	84756	321540	76089	1
2014.10.14	12:00:00	84756	85631	84749	85624	229270	54053	1
2014.10.14	13:00:00	85617	85952	85427	85602	194670	45933	1
2014.10.14	14:00:00	85602	85792	84880	85362	198830	48255	1
2014.10.14	15:00:00	85347	85427	84742	84917	248050	57709	1
2014.10.14	16:00:00	84924	85128	84487	84771	220310	53878	1
2014.10.14	17:00:00	84771	84815	84144	84581	69470	19834	1
2014.10.15	09:00:00	84402	84402	82503	82769	110920	31165	1
2014.10.15	10:00:00	82755	83114	81359	82287	351040	88911	1
2014.10.15	11:00:00	82280	82704	81733	81762	264790	68145	1
2014.10.15	12:00:00	81762	82337	81453	81827	214320	56916	1
2014.10.15	13:00:00	81834	81834	80230	80489	225890	60442	1
2014.10.15	14:00:00	80475	81079	80439	80841	215210	59149	1
2014.10.15	15:00:00	80856	82028	80770	81928	248430	69215	1
2014.10.15	16:00:00	81928	82640	81561	82453	213030	62360	1
2014.10.15	17:00:00	82474	82575	81640	81784	102420	29874	1
2014.10.16	09:00:00	80101	80230	78540	79403	217780	61507	1
2014.10.16	10:00:00	79381	80597	79051	80575	361600	87796	1
2014.10.16	11:00:00	80590	80669	79518	79935	487170	108401	1
2014.10.16	12:00:00	79928	80410	79410	79590	353500	80886	1
2014.10.16	13:00:00	79604	80503	79561	80439	196130	44846	1
2014.10.16	14:00:00	80453	81014	80065	80223	252640	59903	1
2014.10.16	15:00:00	80216	80302	79547	79619	256660	60479	1
2014.10.16	16:00:00	79619	80014	79274	79403	214760	52880	1
2014.10.16	17:00:00	79396	79403	78590	78590	72220	23269	1
2014.10.17	09:00:00	80137	81057	80137	80849	111060	25057	1
2014.10.17	10:00:00	80849	81050	80007	80856	281520	64086	1
2014.10.17	11:00:00	80856	81273	80575	80813	267710	61685	1
2014.10.17	12:00:00	80820	81848	80755	81367	255710	62396	1
2014.10.17	13:00:00	81374	81539	81036	81244	139180	31628	1
2014.10.17	14:00:00	81244	81295	80849	81007	126590	30805	1
2014.10.17	15:00:00	81007	81100	80410	80964	198940	48800	1
2014.10.17	16:00:00	80957	81820	80626	81697	197640	54425	1
2014.10.17	17:00:00	81697	81841	81367	81633	79290	25518	1
2014.10.20	09:00:00	80475	81129	80295	80726	8672	22324	1
2014.10.20	10:00:00	80741	81014	80058	80194	19761	45175	1
2014.10.20	11:00:00	80194	80396	79547	80187	27952	65903	1
2014.10.20	12:00:00	80180	80539	79971	80065	18725	45321	1
2014.10.20	13:00:00	80072	80396	79849	80223	12019	29278	1
2014.10.20	14:00:00	80230	80252	79511	79525	12152	28776	1
2014.10.20	15:00:00	79525	79806	79417	79684	12825	28040	1
2014.10.20	16:00:00	79676	79993	79245	79389	20739	50777	1
2014.10.20	17:00:00	79381	79942	79137	79885	8542	25625	1
2014.10.21	09:00:00	76670	76915	75735	75900	12331	30270	1
2014.10.21	10:00:00	75893	76454	75670	76354	18439	44004	1
2014.10.21	11:00:00	76354	77195	76073	77094	28588	66760	1
2014.10.21	12:00:00	77094	77648	76857	77404	20480	48283	1
2014.10.21	13:00:00	77411	77476	77022	77073	17180	39423	1
2014.10.21	14:00:00	77080	77145	76325	76461	21295	51620	1
2014.10.21	15:00:00	76440	76562	76095	76440	15207	37438	1
2014.10.21	16:00:00	76425	76692	75987	76433	19128	46820	1
2014.10.21	17:00:00	76418	77022	76318	76612	10978	29531	1
2014.10.22	09:00:00	76238	76526	75778	76339	10531	26345	1
2014.10.22	10:00:00	76332	77109	76238	76979	17306	40633	1
2014.10.22	11:00:00	76979	77598	76569	77576	20461	46073	1
2014.10.22	12:00:00	77569	77749	77116	77368	17718	40704	1
2014.10.22	13:00:00	77382	77476	76778	77166	13065	30867	1
2014.10.22	14:00:00	77166	77375	76677	76943	16144	37993	1
2014.10.22	15:00:00	76950	77058	75828	76044	19629	48303	1
2014.10.22	16:00:00	76044	76792	75893	76749	18681	49015	1
2014.10.22	17:00:00	76735	76742	76030	76102	9192	25936	1
2014.10.23	09:00:00	75447	75721	75174	75541	9952	23832	1
2014.10.23	10:00:00	75548	75713	74383	74685	23303	58125	1
2014.10.23	11:00:00	74678	75267	74512	75160	18812	44035	1
2014.10.23	12:00:00	75160	75469	74814	74843	19000	45467	1
2014.10.23	13:00:00	74850	74987	74225	74433	17772	42710	1
2014.10.23	14:00:00	74419	74663	73800	74174	18856	45237	1
2014.10.23	15:00:00	74174	74512	74023	74455	12259	29015	1
2014.10.23	16:00:00	74455	74678	73074	73584	31833	77951	1
2014.10.23	17:00:00	73592	74074	72628	73520	22353	55713	1
2014.10.24	09:00:00	74052	75347	73549	74203	14240	37426	1
2014.10.24	10:00:00	74210	74678	73628	74649	17601	42947	1
2014.10.24	11:00:00	74656	75915	74426	75620	20853	53381	1
2014.10.24	12:00:00	75620	76929	75570	76555	29903	75962	1
2014.10.24	13:00:00	76562	77382	76361	77317	14119	40656	1
2014.10.24	14:00:00	77310	77540	76397	76785	20666	50879	1
2014.10.24	15:00:00	76792	76900	76080	76684	21694	52032	1
2014.10.24	16:00:00	76677	76706	74599	75325	35822	90455	1
2014.10.24	17:00:00	75318	76051	75088	75088	12088	33568	1
2014.10.27	09:00:00	69449	70794	69248	69672	15474	43790	1
2014.10.27	10:00:00	69650	71988	69406	71772	29170	104363	1
2014.10.27	11:00:00	71758	72355	71333	72117	29926	72319	1
2014.10.27	12:00:00	72132	72693	71779	72369	19268	48365	1
2014.10.27	13:00:00	72362	72779	72211	72635	15072	38271	1
2014.10.27	14:00:00	72621	73052	72427	72829	14978	38374	1
2014.10.27	15:00:00	72815	74095	72779	73671	25738	70419	1
2014.10.27	16:00:00	73664	73887	73002	73210	19635	53924	1
2014.10.27	17:00:00	73225	73786	72944	73786	8393	26392	1
2014.10.28	09:00:00	74038	74757	74030	74613	10255	26576	1
2014.10.28	10:00:00	74627	75469	74448	74843	23398	57749	1
2014.10.28	11:00:00	74829	75267	74368	74786	26446	63055	1
2014.10.28	12:00:00	74800	75368	74469	75368	16980	41920	1
2014.10.28	13:00:00	75368	75757	75116	75354	17318	42216	1
2014.10.28	14:00:00	75354	75634	75145	75296	12750	30945	1
2014.10.28	15:00:00	75296	75713	75059	75699	15876	38401	1
2014.10.28	16:00:00	75699	76339	75663	75929	21258	55409	1
2014.10.28	17:00:00	75936	76217	75375	75584	8804	26605	1
2014.10.29	09:00:00	74800	75375	74678	75311	9053	22137	1
2014.10.29	10:00:00	75332	76102	74987	75354	24362	58793	1
2014.10.29	11:00:00	75368	75857	75167	75411	23901	56042	1
2014.10.29	12:00:00	75426	75757	75354	75476	13817	31590	1
2014.10.29	13:00:00	75483	75879	75426	75641	9248	21500	1
2014.10.29	14:00:00	75634	75735	75260	75339	11372	26866	1
2014.10.29	15:00:00	75339	75339	74742	75016	16660	41235	1
2014.10.29	16:00:00	75001	75131	74225	74268	26448	67600	1
2014.10.29	17:00:00	74282	74570	73584	74570	14859	42731	1
2014.10.30	09:00:00	74973	75541	74843	75073	11620	29364	1
2014.10.30	10:00:00	75073	75692	74980	75203	20444	48616	1
2014.10.30	11:00:00	75196	75879	75066	75347	28071	66670	1
2014.10.30	12:00:00	75361	76116	75296	76008	22144	51281	1
2014.10.30	13:00:00	76001	76066	75627	75836	13078	29990	1
2014.10.30	14:00:00	75843	76116	75778	75850	11918	25910	1
2014.10.30	15:00:00	75857	76555	75836	76433	20421	47447	1
2014.10.30	16:00:00	76425	76533	75958	76059	17143	41182	1
2014.10.30	17:00:00	76066	76217	75828	76095	8933	24252	1
2014.10.31	09:00:00	77274	77296	76972	77130	7667	19865	1
2014.10.31	10:00:00	77145	77152	76433	76843	19897	49901	1
2014.10.31	11:00:00	76850	77346	76274	77166	28633	66176	1
2014.10.31	12:00:00	77166	77734	77102	77634	20036	46875	1
2014.10.31	13:00:00	77634	77792	77418	77540	10240	22774	1
2014.10.31	14:00:00	77547	77612	77022	77368	16513	38166	1
2014.10.31	15:00:00	77382	78749	77375	78439	27056	65524	1
2014.10.31	16:00:00	78432	79597	78259	79554	24444	58236	1
2014.10.31	17:00:00	79568	79741	79079	79583	17014	45350	1
2014.11.03	09:00:00	78972	79266	78576	78979	7623	17947	1
2014.11.03	10:00:00	78972	79036	77303	77965	16277	41551	1
2014.11.03	11:00:00	77950	78353	77713	78058	14805	35649	1
2014.11.03	12:00:00	78065	78526	77785	78094	20263	46609	1
2014.11.03	13:00:00	78108	78310	77562	77864	19527	44637	1
2014.11.03	14:00:00	77871	77936	77245	77468	17565	44167	1
2014.11.03	15:00:00	77461	77792	77346	77432	16007	37543	1
2014.11.03	16:00:00	77440	77957	77116	77900	23109	56442	1
2014.11.03	17:00:00	77885	78626	77885	78375	15559	44010	1
2014.11.04	09:00:00	78518	79051	78295	78972	12364	29653	1
2014.11.04	10:00:00	78972	79101	78051	78108	17186	43279	1
2014.11.04	11:00:00	78101	78526	77598	78418	20254	48687	1
2014.11.04	12:00:00	78403	78979	77792	78029	27027	63737	1
2014.11.04	13:00:00	78015	78123	77648	77821	18463	41313	1
2014.11.04	14:00:00	77821	78540	77713	78360	16725	39955	1
2014.11.04	15:00:00	78346	78648	78303	78633	16572	38336	1
2014.11.04	16:00:00	78633	79446	78367	79331	22215	53952	1
2014.11.04	17:00:00	79317	79353	78303	78303	13987	36323	1
2014.11.05	09:00:00	78396	78468	77605	78058	9172	21247	1
2014.11.05	10:00:00	78072	78806	77864	78173	15522	39088	1
2014.11.05	11:00:00	78180	78763	77986	78511	13530	31891	1
2014.11.05	12:00:00	78511	78677	77835	77900	17804	40857	1
2014.11.05	13:00:00	77900	78317	77835	78317	14820	34703	1
2014.11.05	14:00:00	78324	78439	77907	78331	16746	38713	1
2014.11.05	15:00:00	78339	78389	77986	78087	11727	25659	1
2014.11.05	16:00:00	78087	78605	77885	77965	20198	48206	1
2014.11.05	17:00:00	77965	78173	77857	77957	10298	26754	1
2014.11.06	09:00:00	77533	77605	77159	77353	8641	19334	1
2014.11.06	10:00:00	77382	77490	76318	76526	17114	42126	1
2014.11.06	11:00:00	76519	76871	76138	76771	18579	45089	1
2014.11.06	12:00:00	76778	76958	76454	76555	20089	44479	1
2014.11.06	13:00:00	76562	76742	76361	76612	15405	34089	1
2014.11.06	14:00:00	76605	76612	76181	76253	11948	27141	1
2014.11.06	15:00:00	76260	76778	76167	76656	15309	34361	1
2014.11.06	16:00:00	76670	76915	76318	76382	17245	41308	1
2014.11.06	17:00:00	76382	76440	76008	76181	17892	48173	1
2014.11.07	09:00:00	76814	76886	76202	76519	13012	32944	1
2014.11.07	10:00:00	76533	76807	75742	76008	18713	47431	1
2014.11.07	11:00:00	76008	76289	75836	75936	14965	35361	1
2014.11.07	12:00:00	75929	77166	75879	76864	33285	76447	1
2014.11.07	13:00:00	76864	77310	76821	77217	18962	42419	1
2014.11.07	14:00:00	77217	77476	77116	77245	14660	33672	1
2014.11.07	15:00:00	77253	77677	77159	77490	15466	36252	1
2014.11.07	16:00:00	77497	77814	77094	77281	19261	47617	1
